86162 131072
389838 524288
Contar ocurrencias
ciclos 0 seg 0 tama 10
ciclos 0 seg 0 tama 1010
ciclos 0 seg 0 tama 2010
ciclos 0 seg 0 tama 3010
ciclos 0 seg 0 tama 4010
ciclos 0 seg 0 tama 5010
ciclos 0 seg 0 tama 6010
ciclos 0 seg 0 tama 7010
ciclos 0 seg 0 tama 8010
ciclos 0 seg 0 tama 9010
ciclos 0 seg 0 tama 10010
ciclos 0 seg 0 tama 11010
ciclos 0 seg 0 tama 12010
ciclos 0 seg 0 tama 13010
ciclos 0 seg 0 tama 14010
ciclos 0 seg 0 tama 15010
ciclos 0 seg 0 tama 16010
ciclos 0 seg 0 tama 17010
ciclos 0 seg 0 tama 18010
ciclos 0 seg 0 tama 19010
ciclos 0 seg 0 tama 20010
ciclos 0 seg 0 tama 21010
ciclos 0 seg 0 tama 22010
ciclos 0 seg 0 tama 23010
ciclos 0 seg 0 tama 24010
ciclos 0 seg 0 tama 25010
ciclos 0 seg 0 tama 26010
ciclos 0 seg 0 tama 27010
ciclos 0 seg 0 tama 28010
ciclos 0 seg 0 tama 29010
ciclos 0 seg 0 tama 30010
ciclos 0 seg 0 tama 31010
ciclos 0 seg 0 tama 32010
ciclos 0 seg 0 tama 33010
ciclos 0 seg 0 tama 34010
ciclos 0 seg 0 tama 35010
ciclos 0 seg 0 tama 36010
ciclos 0 seg 0 tama 37010
ciclos 0 seg 0 tama 38010
ciclos 10000 seg 0.01 tama 39010
ciclos 0 seg 0 tama 40010
ciclos 0 seg 0 tama 41010
ciclos 0 seg 0 tama 42010
ciclos 0 seg 0 tama 43010
ciclos 0 seg 0 tama 44010
ciclos 0 seg 0 tama 45010
ciclos 0 seg 0 tama 46010
ciclos 0 seg 0 tama 47010
ciclos 10000 seg 0.01 tama 48010
ciclos 0 seg 0 tama 49010
ciclos 0 seg 0 tama 50010
ciclos 0 seg 0 tama 51010
ciclos 0 seg 0 tama 52010
ciclos 0 seg 0 tama 53010
ciclos 0 seg 0 tama 54010
ciclos 0 seg 0 tama 55010
ciclos 0 seg 0 tama 56010
ciclos 0 seg 0 tama 57010
ciclos 0 seg 0 tama 58010
ciclos 10000 seg 0.01 tama 59010
ciclos 0 seg 0 tama 60010
ciclos 0 seg 0 tama 61010
ciclos 0 seg 0 tama 62010
ciclos 0 seg 0 tama 63010
ciclos 0 seg 0 tama 64010
ciclos 0 seg 0 tama 65010
ciclos 10000 seg 0.01 tama 66010
ciclos 0 seg 0 tama 67010
ciclos 0 seg 0 tama 68010
ciclos 0 seg 0 tama 69010
ciclos 0 seg 0 tama 70010
ciclos 0 seg 0 tama 71010
ciclos 0 seg 0 tama 72010
ciclos 0 seg 0 tama 73010
ciclos 10000 seg 0.01 tama 74010
ciclos 0 seg 0 tama 75010
ciclos 0 seg 0 tama 76010
ciclos 0 seg 0 tama 77010
ciclos 0 seg 0 tama 78010
ciclos 0 seg 0 tama 79010
ciclos 10000 seg 0.01 tama 80010
ciclos 0 seg 0 tama 81010
ciclos 0 seg 0 tama 82010
ciclos 0 seg 0 tama 83010
ciclos 0 seg 0 tama 84010
ciclos 0 seg 0 tama 85010
ciclos 0 seg 0 tama 86010
ciclos 10000 seg 0.01 tama 87010
ciclos 0 seg 0 tama 88010
ciclos 0 seg 0 tama 89010
ciclos 0 seg 0 tama 90010
ciclos 0 seg 0 tama 91010
ciclos 10000 seg 0.01 tama 92010
ciclos 0 seg 0 tama 93010
ciclos 0 seg 0 tama 94010
ciclos 0 seg 0 tama 95010
ciclos 0 seg 0 tama 96010
ciclos 0 seg 0 tama 97010
ciclos 10000 seg 0.01 tama 98010
ciclos 0 seg 0 tama 99010
Contar ocurrencias (con toma de tiempos) 
ciclos 0 seg 0 tama 10
ciclos 20000 seg 2e-05 tama 1010
ciclos 30000 seg 3e-05 tama 2010
ciclos 60000 seg 6e-05 tama 3010
ciclos 70000 seg 7e-05 tama 4010
ciclos 90000 seg 9e-05 tama 5010
ciclos 100000 seg 0.0001 tama 6010
ciclos 120000 seg 0.00012 tama 7010
ciclos 140000 seg 0.00014 tama 8010
ciclos 160000 seg 0.00016 tama 9010
ciclos 180000 seg 0.00018 tama 10010
ciclos 200000 seg 0.0002 tama 11010
ciclos 220000 seg 0.00022 tama 12010
ciclos 230000 seg 0.00023 tama 13010
ciclos 260000 seg 0.00026 tama 14010
ciclos 270000 seg 0.00027 tama 15010
ciclos 290000 seg 0.00029 tama 16010
ciclos 320000 seg 0.00032 tama 17010
ciclos 330000 seg 0.00033 tama 18010
ciclos 350000 seg 0.00035 tama 19010
ciclos 370000 seg 0.00037 tama 20010
ciclos 410000 seg 0.00041 tama 21010
ciclos 410000 seg 0.00041 tama 22010
ciclos 410000 seg 0.00041 tama 23010
ciclos 440000 seg 0.00044 tama 24010
ciclos 480000 seg 0.00048 tama 25010
ciclos 480000 seg 0.00048 tama 26010
ciclos 500000 seg 0.0005 tama 27010
ciclos 550000 seg 0.00055 tama 28010
ciclos 570000 seg 0.00057 tama 29010
ciclos 570000 seg 0.00057 tama 30010
ciclos 560000 seg 0.00056 tama 31010
ciclos 620000 seg 0.00062 tama 32010
ciclos 630000 seg 0.00063 tama 33010
ciclos 620000 seg 0.00062 tama 34010
ciclos 660000 seg 0.00066 tama 35010
ciclos 680000 seg 0.00068 tama 36010
ciclos 710000 seg 0.00071 tama 37010
ciclos 720000 seg 0.00072 tama 38010
ciclos 720000 seg 0.00072 tama 39010
ciclos 750000 seg 0.00075 tama 40010
ciclos 780000 seg 0.00078 tama 41010
ciclos 770000 seg 0.00077 tama 42010
ciclos 810000 seg 0.00081 tama 43010
ciclos 840000 seg 0.00084 tama 44010
ciclos 830000 seg 0.00083 tama 45010
ciclos 870000 seg 0.00087 tama 46010
ciclos 890000 seg 0.00089 tama 47010
ciclos 900000 seg 0.0009 tama 48010
ciclos 940000 seg 0.00094 tama 49010
ciclos 940000 seg 0.00094 tama 50010
ciclos 940000 seg 0.00094 tama 51010
ciclos 970000 seg 0.00097 tama 52010
ciclos 1.02e+06 seg 0.00102 tama 53010
ciclos 1.04e+06 seg 0.00104 tama 54010
ciclos 1.04e+06 seg 0.00104 tama 55010
ciclos 1.07e+06 seg 0.00107 tama 56010
ciclos 1.05e+06 seg 0.00105 tama 57010
ciclos 1.12e+06 seg 0.00112 tama 58010
ciclos 1.14e+06 seg 0.00114 tama 59010
ciclos 1.15e+06 seg 0.00115 tama 60010
ciclos 1.12e+06 seg 0.00112 tama 61010
ciclos 1.16e+06 seg 0.00116 tama 62010
ciclos 1.21e+06 seg 0.00121 tama 63010
ciclos 1.24e+06 seg 0.00124 tama 64010
ciclos 1.24e+06 seg 0.00124 tama 65010
ciclos 1.22e+06 seg 0.00122 tama 66010
ciclos 1.3e+06 seg 0.0013 tama 67010
ciclos 1.33e+06 seg 0.00133 tama 68010
ciclos 1.3e+06 seg 0.0013 tama 69010
ciclos 1.32e+06 seg 0.00132 tama 70010
ciclos 1.37e+06 seg 0.00137 tama 71010
ciclos 1.41e+06 seg 0.00141 tama 72010
ciclos 1.38e+06 seg 0.00138 tama 73010
ciclos 1.41e+06 seg 0.00141 tama 74010
ciclos 1.48e+06 seg 0.00148 tama 75010
ciclos 1.54e+06 seg 0.00154 tama 76010
ciclos 1.46e+06 seg 0.00146 tama 77010
ciclos 1.53e+06 seg 0.00153 tama 78010
