10 0
110 0
210 0
310 0
410 0
510 0
610 0.01
710 0.01
810 0.01
910 0.01
1010 0.01
1110 0.01
1210 0.01
1310 0.01
1410 0.01
1510 0.01
1610 0.02
1710 0.02
1810 0.02
1910 0.02
2010 0.02
2110 0.02
2210 0.02
2310 0.02
2410 0.03
2510 0.03
2610 0.03
2710 0.03
2810 0.04
2910 0.04
3010 0.04
3110 0.04
3210 0.05
3310 0.05
3410 0.05
3510 0.05
3610 0.06
3710 0.06
3810 0.06
3910 0.06
4010 0.06
4110 0.07
4210 0.07
4310 0.07
4410 0.08
4510 0.08
4610 0.08
4710 0.08
4810 0.09
4910 0.1
5010 0.1
5110 0.11
5210 0.11
5310 0.12
5410 0.12
5510 0.13
5610 0.14
5710 0.14
5810 0.14
5910 0.16
6010 0.16
6110 0.17
6210 0.18
6310 0.18
6410 0.19
6510 0.19
6610 0.2
6710 0.21
6810 0.22
6910 0.23
7010 0.24
7110 0.25
7210 0.26
7310 0.27
7410 0.29
7510 0.29
7610 0.31
7710 0.32
7810 0.33
7910 0.33
8010 0.34
8110 0.35
8210 0.36
8310 0.37
8410 0.38
8510 0.38
8610 0.4
8710 0.41
8810 0.43
8910 0.43
9010 0.44
9110 0.45
9210 0.46
9310 0.48
9410 0.48
9510 0.49
9610 0.5
9710 0.5
9810 0.51
9910 0.53
10010 0.55
10110 0.55
10210 0.56
10310 0.57
10410 0.6
10510 0.61
10610 0.62
10710 0.63
10810 0.64
10910 0.66
11010 0.66
11110 0.68
11210 0.7
11310 0.71
11410 0.72
11510 0.73
11610 0.75
11710 0.77
11810 0.79
11910 0.81
12010 0.82
12110 0.84
12210 0.85
12310 0.87
12410 0.89
12510 0.9
12610 0.92
12710 0.94
12810 0.96
12910 0.98
13010 1
13110 1.04
13210 1.05
13310 1.06
13410 1.09
13510 1.11
13610 1.13
13710 1.14
13810 1.16
13910 1.18
14010 1.2
14110 1.22
14210 1.23
14310 1.25
14410 1.28
14510 1.3
14610 1.32
14710 1.33
14810 1.35
14910 1.37
15010 1.38
15110 1.41
15210 1.43
15310 1.44
15410 1.45
15510 1.48
15610 1.51
15710 1.53
15810 1.56
15910 1.57
16010 1.6
16110 1.61
16210 1.63
16310 1.65
16410 1.67
16510 1.69
16610 1.71
16710 1.74
16810 1.75
16910 1.78
17010 1.8
17110 1.81
17210 1.85
17310 1.89
17410 1.91
17510 1.93
17610 1.96
17710 1.99
17810 2.01
17910 2.03
18010 2.06
18110 2.09
18210 2.1
18310 2.12
18410 2.15
18510 2.18
18610 2.21
18710 2.23
18810 2.25
18910 2.28
19010 2.31
19110 2.34
19210 2.37
19310 2.38
19410 2.41
19510 2.45
19610 2.48
19710 2.49
19810 2.53
19910 2.57
20010 2.62
20110 2.65
20210 2.67
20310 2.69
20410 2.71
20510 2.74
20610 2.77
20710 2.8
20810 2.83
20910 2.86
21010 2.89
21110 2.93
21210 2.98
21310 3.01
21410 3.06
21510 3.1
21610 3.15
21710 3.19
21810 3.24
21910 3.27
22010 3.29
22110 3.31
22210 3.35
22310 3.39
22410 3.42
22510 3.47
22610 3.51
22710 3.53
22810 3.56
22910 3.61
23010 3.65
23110 3.68
23210 3.7
23310 3.73
23410 3.77
23510 3.82
23610 3.85
23710 3.89
23810 3.92
23910 3.95
24010 3.99
24110 4.03
24210 4.08
24310 4.11
24410 4.16
24510 4.2
24610 4.25
24710 4.28
24810 4.32
24910 4.36
25010 4.39
25110 4.43
25210 4.49
25310 4.53
25410 4.58
25510 4.61
25610 4.64
25710 4.67
25810 4.72
25910 4.75
26010 4.8
26110 4.83
26210 4.86
26310 4.91
26410 4.94
26510 4.99
26610 5.02
26710 5.06
26810 5.09
26910 5.13
27010 5.17
27110 5.21
27210 5.26
27310 5.31
27410 5.36
27510 5.42
27610 5.48
27710 5.55
27810 5.6
27910 5.66
28010 5.7
28110 5.75
28210 5.81
28310 5.86
28410 5.92
28510 5.98
28610 6.02
28710 6.07
28810 6.12
28910 6.16
29010 6.22
29110 6.27
29210 6.34
29310 6.37
29410 6.42
29510 6.48
29610 6.51
29710 6.54
29810 6.62
29910 6.67
30010 6.73
30110 6.77
30210 6.84
30310 6.88
30410 6.94
30510 6.98
30610 7.02
30710 7.06
30810 7.11
30910 7.15
31010 7.19
31110 7.25
31210 7.29
31310 7.34
31410 7.39
31510 7.45
31610 7.51
31710 7.57
31810 7.63
31910 7.69
32010 7.76
32110 7.83
32210 7.9
32310 7.96
32410 8.04
32510 8.1
32610 8.14
32710 8.18
32810 8.26
32910 8.33
33010 8.41
33110 8.49
33210 8.56
33310 8.63
33410 8.7
33510 8.78
33610 8.82
33710 8.89
33810 8.96
33910 9.04
34010 9.12
34110 9.18
34210 9.22
34310 9.31
34410 9.38
34510 9.44
34610 9.5
34710 9.58
34810 9.67
34910 9.73
35010 9.8
35110 9.84
35210 9.92
35310 10.01
35410 10.08
35510 10.14
35610 10.19
35710 10.27
35810 10.34
35910 10.43
36010 10.5
36110 10.58
36210 10.67
36310 10.73
36410 10.78
36510 10.84
36610 10.91
36710 10.97
36810 11.03
36910 11.12
37010 11.18
37110 11.27
37210 11.34
37310 11.43
37410 11.51
37510 11.55
37610 11.61
37710 11.7
37810 11.76
37910 11.83
38010 11.91
38110 12
38210 12.07
38310 12.16
38410 12.24
38510 12.32
38610 12.38
38710 12.46
38810 12.56
38910 12.63
39010 12.7
39110 12.77
39210 12.86
39310 12.91
39410 12.97
39510 13.04
39610 13.13
39710 13.19
39810 13.25
39910 13.33
